고객ID ,데이터셋 구분,보험사기자여부,성별,연령,주택가격,거주TYPE,FP경력,고객등록년월,시도구분,직업그룹코드1,직업그룹코드2,추정가구소득1,추정가구소득2,,,,
5816,1,N,1,31,11570,40,N,200306,경기,전문직,교사,3775,3323,,,,
12454,1,N,1,31,6616,11,N,200306,전남,기타,학생,0,0,,,,
19535,1,N,1,32,7299,12,N,200306,부산,기타,학생,5165,5102,,,,
16460,1,N,1,49,21666,20,N,200306,경기,자영업,자영업,0,5507,,,,
1913,1,N,1,27,10416,30,N,200610,경기,전문직,교육관련직,5562,2854,,,,
22022,1,N,1,13,10277,20,N,200601,강원,기타,학생,4032,3993,,,,
6474,1,N,2,29,16666,30,N,200702,경기,전문직,전문직,7106,3172,,,,
15965,1,N,1,64,5348,99,N,200306,경남,제조업,운전직,0,3993,,,,
21591,2,,1,22,17430,13,N,200306,경남,기타,학생,4203,4177,,,,
2616,1,N,1,63,34722,20,N,200306,서울,서비스,2차산업 종사자,8003,8404,,,,
22033,1,N,1,42,14722,20,N,200602,인천,사무직,사무직,4594,7545,,,,
4428,1,N,2,38,18472,20,N,201010,부산,주부,주부,5519,4976,,,,
13297,1,N,2,23,10593,12,N,201107,서울,기타,학생,3329,3258,,,,
4076,1,N,2,19,11666,20,N,200503,경남,기타,학생,3665,3703,,,,
8904,1,N,2,21,16091,40,N,201209,부산,기타,학생,4444,4232,,,,
21588,1,N,1,22,4861,20,N,200306,전남,기타,학생,2512,2504,,,,
19620,1,N,1,13,73888,20,N,200402,경기,기타,학생,11993,12025,,,,
10323,2,,2,20,66052,11,N,200306,경기,기타,학생,8468,8357,,,,
13375,1,N,2,31,21108,40,N,201503,,사무직,사무직,0,3088,,,,
7621,1,N,2,48,6688,11,N,200306,경남,주부,주부,3265,6951,,,,
2442,1,N,2,88,17863,20,N,200306,경기,기타,기타,0,0,,,,
17276,1,N,1,18,4859,40,N,199910,전남,기타,학생,3226,3220,,,,
10300,1,N,1,21,12083,20,N,200306,전남,기타,학생,7548,7487,,,,
10525,1,N,1,38,22777,20,N,200307,경기,기타,학생,5603,5531,,,,
991,1,Y,1,46,39166,20,N,200306,인천,자영업,자영업,0,5840,,,,
17868,1,N,1,51,0,,N,201203,경남,사무직,사무직,0,9920,,,,
5923,1,N,1,22,40000,20,N,200306,울산,기타,학생,10454,9272,,,,
15016,1,Y,2,31,24166,20,N,200103,경남,전문직,의료직 종사자,6840,3139,,,,
8199,2,,1,18,0,,N,200306,광주,기타,학생,0,0,,,,
3943,2,,2,14,23055,30,N,200311,서울,기타,학생,5427,5314,,,,
9941,1,N,1,43,17777,20,N,200306,부산,사무직,사무직,4279,4474,,,,
19627,1,N,1,65,10984,11,N,200403,대전,자영업,자영업,4215,4621,,,,
12600,1,N,1,20,25000,20,N,200306,충남,기타,학생,6252,0,,,,
6982,2,,2,78,5138,20,N,200306,대전,주부,주부,1095,1080,,,,
8487,1,N,1,52,8482,30,N,200410,인천,서비스,2차산업 종사자,5881,4647,,,,
6635,1,N,1,29,21977,11,N,201004,경기,기타,학생,6400,6314,,,,
13167,1,N,2,28,12222,20,N,200806,경기,서비스,2차산업 종사자,0,6376,,,,
17048,1,N,1,22,4802,11,N,200306,경북,기타,학생,5046,2734,,,,
17269,1,N,2,24,20277,20,N,199704,울산,기타,학생,7214,6833,,,,
17301,1,N,2,15,14119,11,N,200310,대구,기타,학생,4774,4564,,,,
11460,1,N,2,68,6034,99,N,200306,전북,주부,주부,0,0,,,,
21521,1,N,1,26,16527,30,N,200306,경기,기타,학생,7164,7222,,,,
4818,1,N,1,68,2669,12,N,200306,광주,전문직,교사,2941,3060,,,,
19054,1,N,1,40,6299,99,N,200306,경기,서비스,2차산업 종사자,0,3814,,,,
10636,1,N,1,35,0,,N,200409,인천,기타,학생,0,0,,,,
10730,2,,1,35,10346,40,N,200510,경남,자영업,자영업,4090,4558,,,,
17591,1,N,1,60,3788,12,N,200608,광주,서비스,3차산업 종사자,4757,6925,,,,
17101,1,N,1,19,0,,N,200306,경기,기타,학생,0,0,,,,
3910,1,N,1,52,14276,40,N,200307,부산,사무직,사무직,6912,5031,,,,
14761,1,N,2,25,8818,13,N,200306,서울,기타,학생,2810,2779,,,,
6284,1,N,2,15,32222,20,N,200409,광주,기타,학생,10205,9859,,,,
8335,1,N,2,25,10319,30,N,200305,경기,기타,학생,5754,5706,,,,
5775,1,N,2,34,10972,20,N,200306,전남,기타,학생,4660,4616,,,,
5317,1,N,2,51,0,,N,200306,서울,주부,주부,0,5901,,,,
10174,1,N,1,33,16303,12,N,200306,서울,서비스,3차산업 종사자,5071,3254,,,,
17841,1,N,1,22,1043,99,N,201107,강원,기타,학생,0,0,,,,
3928,1,N,1,16,30972,20,N,200310,울산,기타,학생,8003,7588,,,,
15784,1,N,1,17,17222,20,N,200306,인천,기타,학생,4694,4556,,,,
8605,1,N,1,11,4861,20,N,200602,경북,기타,학생,3350,3287,,,,
4870,1,Y,1,65,39722,20,N,200306,경기,서비스,3차산업 종사자,9268,9860,,,,
18138,1,N,2,15,4427,11,N,200306,인천,기타,학생,3789,3835,,,,
2473,2,,2,73,19305,20,N,200306,경기,주부,주부,2537,2530,,,,
20650,1,N,1,59,3645,12,N,200306,울산,제조업,2차산업 종사자,4737,6926,,,,
178,1,N,1,17,5694,30,N,200306,충남,기타,학생,2922,3007,,,,
19543,1,N,2,28,9885,11,N,200105,강원,자영업,자영업,5454,2664,,,,
8453,1,N,1,13,3333,20,N,200405,강원,기타,학생,2696,2696,,,,
7650,2,,1,47,17083,20,N,200306,인천,사무직,사무직,0,5373,,,,
14149,1,N,1,52,15247,12,N,,,,,7964,,,,,
15490,1,N,1,22,11944,20,N,201003,강원,기타,학생,6590,6148,,,,
6519,1,Y,2,25,15000,20,N,200802,부산,기타,학생,6383,6383,,,,
6312,1,N,2,31,12500,20,N,200501,전남,사무직,사무직,0,2923,,,,
2434,1,N,1,15,5843,11,N,200306,대구,기타,학생,3833,3818,,,,
262,1,N,2,71,6613,12,N,200306,경기,주부,주부,2683,2674,,,,
8061,1,N,1,28,4217,13,N,200306,서울,기타,학생,5171,6064,,,,
10680,1,N,1,21,10709,40,N,200502,인천,기타,학생,4289,4251,,,,
18158,1,N,2,75,12361,30,N,200306,경기,기타,기타,1904,1891,,,,
10345,1,N,2,18,29305,20,N,200306,전남,기타,학생,9862,9897,,,,
21903,2,,2,17,7777,20,N,200407,강원,기타,학생,3358,3358,,,,
1801,1,N,2,19,0,,N,200502,광주,기타,학생,0,0,,,,
16035,1,Y,1,61,17777,20,N,200306,인천,서비스,2차산업 종사자,6678,7381,,,,
10505,1,N,1,24,32777,20,N,199706,서울,기타,학생,10016,10033,,,,
3784,1,N,1,53,16727,12,N,200206,울산,제조업,2차산업 종사자,6658,8669,,,,
10865,1,N,2,25,9130,30,N,200705,경기,기타,학생,5159,5125,,,,
9140,2,,1,14,14027,30,N,200306,인천,기타,학생,5122,4956,,,,
4014,1,N,1,32,5000,30,N,200407,경북,기타,학생,3627,3589,,,,
4662,1,N,1,59,0,,Y,199004,경기,전문직,교사,0,9824,,,,
12515,1,N,1,26,7083,20,N,200306,충북,기타,학생,2995,2954,,,,
1379,1,N,1,28,12764,99,N,200306,경남,사무직,공무원,0,2986,,,,
12921,1,N,1,16,8431,13,N,200501,울산,기타,학생,3965,3936,,,,
17116,1,N,2,18,4766,12,N,200306,경기,기타,학생,3705,3678,,,,
8150,1,N,1,21,17011,11,N,200306,대구,기타,학생,4580,4585,,,,
7950,1,N,2,35,20138,20,N,200306,경기,제조업,2차산업 종사자,5271,3369,,,,
6299,2,,1,31,11473,99,N,200411,인천,자영업,자영업,0,3360,,,,
14817,1,N,1,22,17222,30,N,200306,경기,사무직,공무원,4702,2563,,,,
8078,1,N,2,27,15268,99,N,200306,경기,기타,학생,0,0,,,,
14788,1,N,1,24,5112,30,N,200306,경기,기타,학생,4547,4521,,,,
8152,1,N,1,21,17361,20,N,200306,대전,기타,학생,8007,5483,,,,
2417,1,N,1,17,10049,12,N,200306,인천,기타,학생,4083,4051,,,,
17059,1,N,1,21,22083,20,N,200306,경남,기타,학생,8651,5224,,,,
12534,1,N,2,25,14444,20,N,200306,인천,전문직,예체능계 종사자,6528,2465,,,,
6421,1,N,2,36,0,,N,200604,서울,사무직,사무직,0,3818,,,,
2729,1,N,1,59,10339,13,N,200306,경기,제조업,2차산업 종사자,5413,10127,,,,
20107,1,N,1,21,5694,30,N,201211,경기,기타,학생,2684,2703,,,,
19522,1,N,2,37,26881,11,N,200303,경기,기타,학생,4948,4449,,,,
8201,1,N,1,18,3055,30,N,200306,경기,기타,학생,2895,2895,,,,
20015,1,N,1,26,30972,20,N,201005,울산,기타,학생,9974,9917,,,,
1736,1,N,2,24,2094,13,N,200404,광주,기타,학생,4775,4763,,,,
21552,1,N,1,25,5416,20,N,200306,강원,기타,학생,5355,5355,,,,
19713,2,,1,31,5976,99,N,200504,충남,기타,학생,0,0,,,,
975,1,N,1,46,24305,30,N,200306,경기,사무직,사무직,6792,10307,,,,
13139,1,N,1,10,5619,11,N,200712,충북,기타,학생,3572,0,,,,
1513,1,N,1,16,6805,20,N,200205,경남,기타,학생,3294,3252,,,,
9522,2,,1,56,10552,12,N,,,,,5569,,,,,
16491,1,N,1,49,13055,20,N,200306,강원,제조업,운전직,5084,8916,,,,
1563,1,N,2,46,5277,20,N,200301,전남,주부,주부,3461,4664,,,,
14765,1,N,1,25,27222,20,N,200306,경기,기타,학생,8391,8395,,,,
8625,1,N,2,34,0,,N,200607,경기,사무직,사무직,0,3149,,,,
17105,1,N,1,18,7777,20,N,200306,경기,기타,학생,3384,3536,,,,
4757,1,N,2,75,6750,20,N,200306,전남,주부,주부,1550,2334,,,,
17323,1,N,1,18,7466,99,N,200312,경남,기타,학생,0,0,,,,
12888,1,N,1,30,5277,30,N,200408,경남,기타,학생,2740,2690,,,,
10937,1,N,2,44,3597,12,N,200812,대구,주부,주부,2678,4574,,,,
10241,1,N,1,27,6513,40,N,200306,경북,기타,학생,5626,5561,,,,
14228,1,N,1,49,21944,20,N,200306,부산,전문직,공무원,6303,5238,,,,
21635,1,N,1,19,18238,40,N,200306,경기,기타,학생,5462,5381,,,,
4721,1,N,2,17,18888,20,N,200306,경남,기타,학생,5115,5115,,,,
14890,1,N,1,18,10833,20,N,200306,경남,기타,학생,3713,3713,,,,
8160,1,N,1,21,42638,20,N,200306,경기,기타,학생,9588,8597,,,,
2195,1,N,1,43,0,,N,201307,경기,사무직,사무직,0,5423,,,,
2413,1,N,1,17,14759,20,N,200306,경남,기타,학생,4784,4588,,,,
1817,1,N,1,26,8055,30,N,200504,서울,사무직,공무원,4778,1916,,,,
10333,1,N,2,19,46666,20,N,200306,서울,기타,학생,8631,8816,,,,
10513,1,N,2,21,17500,20,N,200006,경남,기타,학생,4725,4653,,,,
10007,1,Y,1,41,12222,20,N,200306,경기,,,4233,4282,,,,
17278,1,Y,1,32,12500,20,N,200306,광주,기타,학생,4680,4562,,,,
12554,1,N,1,23,13194,20,N,200306,충남,기타,학생,7895,7972,,,,
2125,1,N,2,25,7948,99,N,201102,부산,기타,학생,0,0,,,,
17173,1,N,1,48,12354,12,N,200003,서울,서비스,3차산업 종사자,6625,13264,,,,
13537,1,N,1,17,28194,20,N,200306,충북,기타,학생,0,0,,,,
8116,1,N,2,24,6150,99,N,200306,광주,기타,학생,0,0,,,,
19363,2,,1,21,32222,20,N,200306,충북,기타,학생,8090,7456,,,,
19141,1,Y,1,36,15555,20,N,200306,광주,전문직,교육관련직,5078,3716,,,,
12438,1,N,2,33,28333,20,N,200306,서울,기타,학생,6463,6363,,,,
19770,1,N,1,16,19305,20,N,200602,대전,기타,학생,6261,6360,,,,
952,1,N,2,47,45277,20,N,200306,경기,주부,주부,10152,6856,,,,
6087,1,N,2,41,44444,20,N,200303,서울,사무직,사무직,0,9556,,,,
13162,1,N,2,10,41250,20,N,200805,대구,기타,학생,10929,10460,,,,
19258,1,Y,1,28,7222,20,N,200306,전남,기타,학생,3138,3159,,,,
12055,1,N,2,48,6111,20,N,200306,경북,서비스,의료직 종사자,3544,2790,,,,
1457,1,N,1,21,12777,20,N,200306,인천,기타,학생,3784,4820,,,,
21587,1,N,1,22,28888,20,N,200306,서울,기타,학생,5881,6026,,,,
10848,1,N,1,11,6388,20,N,200702,경기,기타,학생,4527,4510,,,,
4398,1,N,1,30,32361,20,N,201002,대전,기타,학생,11041,11041,,,,
10487,1,N,1,30,12638,20,N,101,부산,기타,학생,3710,3710,,,,
17053,1,N,1,22,9899,40,N,200306,경북,기타,학생,6486,6423,,,,
22291,2,,2,38,6242,99,N,201008,충남,주부,주부,0,0,,,,
13118,2,,2,68,0,,N,200706,대구,주부,주부,0,0,,,,
1430,1,Y,2,23,16484,20,N,200306,인천,기타,학생,7189,7456,,,,
22017,1,N,2,17,10683,99,N,200511,서울,기타,학생,0,0,,,,
8645,1,N,2,11,16388,20,N,200610,대구,기타,학생,5286,5333,,,,
15099,1,N,2,13,10815,12,N,200402,충남,기타,학생,3876,3843,,,,
15470,1,N,2,16,25000,20,N,200911,경기,기타,학생,6495,6420,,,,
17216,1,N,2,40,24722,20,N,200103,경기,사무직,사무직,6764,8135,,,,
19404,1,N,1,73,17200,20,N,200108,부산,자영업,자영업,2153,4337,,,,
19694,1,N,1,19,5277,30,N,200501,제주,기타,학생,2946,2948,,,,
12602,1,N,1,20,22916,20,N,200306,인천,기타,학생,7201,7295,,,,
190,1,N,1,17,15555,20,N,200306,경기,기타,학생,4480,4480,,,,
1666,2,,2,40,12400,12,N,200307,서울,주부,주부,3608,4310,,,,
9249,2,,1,65,45000,20,N,200306,인천,사무직,기업/단체 임원,10565,10791,,,,
10841,2,,1,34,2481,12,N,200701,광주,서비스,3차산업 종사자,2902,3223,,,,
8922,1,N,1,19,4122,70,N,201303,강원,기타,학생,0,0,,,,
13816,1,N,1,60,28333,20,N,200306,부산,사무직,사무직,9111,4963,,,,
13073,1,N,2,12,5262,12,N,200610,경기,기타,학생,4049,4017,,,,
17754,1,N,1,10,8611,30,N,200905,부산,기타,학생,4696,4676,,,,
10559,1,N,1,14,5694,30,N,200312,제주,기타,학생,2687,2629,,,,
15779,1,N,1,17,4027,20,N,200306,전남,기타,학생,2452,2452,,,,
17531,1,N,1,33,51111,20,N,200601,서울,기타,학생,10668,10702,,,,
10107,1,N,1,36,22222,20,N,200306,인천,전문직,고소득 전문직,6395,4989,,,,
14868,1,N,1,18,53750,20,N,200306,부산,기타,학생,11586,11673,,,,
12348,1,N,1,38,29444,20,N,200306,인천,사무직,사무직,7403,4473,,,,
18359,1,N,1,61,15049,99,N,200306,서울,제조업,운전직,0,,,,,
17741,1,N,2,32,12916,20,N,200904,대구,주부,주부,3728,3612,,,,
4439,2,,1,21,26388,20,N,201101,경기,기타,학생,6962,6962,,,,
12011,1,N,2,49,39444,20,N,200306,서울,주부,주부,10262,5634,,,,
12883,1,N,1,14,7061,12,N,200408,충남,기타,학생,3458,3998,,,,
13914,1,N,1,58,18333,30,N,200306,서울,전문직,전문직,6562,5022,,,,
1928,1,N,1,22,14094,40,N,200701,대구,기타,학생,4567,3963,,,,
21782,1,N,1,28,13851,30,N,199506,경기,기타,학생,6514,0,,,,
3553,2,,1,32,5972,20,N,200306,강원,서비스,2차산업 종사자,3059,3206,,,,
8128,1,N,1,23,70555,20,N,200306,서울,기타,학생,10023,9921,,,,
6239,1,N,1,16,11711,12,N,200405,서울,기타,학생,3508,3440,,,,
11621,1,N,1,60,10835,99,N,200306,경기,기타,단순 노무직,0,7331,,,,
1690,1,N,2,31,8838,40,N,200311,인천,기타,학생,5011,0,,,,
8698,1,N,1,42,22916,20,N,200709,경남,제조업,운전직,0,4405,,,,
1592,1,N,2,40,12222,20,N,199908,전남,주부,주부,0,0,,,,
4867,1,N,1,65,10916,40,N,200306,경기,제조업,운전직,3784,5842,,,,
20054,1,N,1,21,25972,30,N,201106,서울,기타,학생,5935,5840,,,,
19302,1,N,1,25,17777,20,N,200306,서울,기타,학생,6344,6437,,,,
8674,2,,2,32,4082,20,N,200703,부산,주부,주부,0,0,,,,
6508,1,N,2,11,3750,20,N,200709,전북,기타,학생,2706,2706,,,,
10917,2,,1,24,15416,20,N,200807,광주,기타,학생,0,0,,,,
10951,1,N,2,8,13750,20,N,200903,울산,기타,학생,5063,5063,,,,
19662,1,N,1,28,12500,20,N,200407,경기,자영업,자영업,5537,3557,,,,
10818,1,N,2,11,5694,20,N,200609,충북,기타,학생,2854,2833,,,,
4747,1,N,1,79,6769,11,N,200303,전북,기타,기타,1616,1824,,,,
17099,1,N,1,19,14343,40,N,200306,경기,기타,학생,4544,4528,,,,
20829,1,N,2,55,0,,N,200306,경기,서비스,3차산업 종사자,0,8507,,,,
15496,1,N,1,7,2910,12,N,,,,,3405,,,,,
5960,1,N,2,20,8888,20,N,200306,광주,기타,학생,3346,3341,,,,
10480,1,N,1,32,26388,20,N,200004,울산,사무직,사무직,6110,3563,,,,
19292,1,N,1,26,7040,12,N,200306,경기,기타,학생,5360,5319,,,,
9479,1,N,1,57,9722,20,N,200306,전남,제조업,운전직,5621,3832,,,,
13921,1,N,1,58,12638,20,N,200306,경북,서비스,2차산업 종사자,6119,3793,,,,
17043,1,N,2,22,15000,20,N,200306,인천,기타,학생,6723,6648,,,,
22254,1,N,1,26,5378,11,N,200911,전북,기타,학생,3008,2986,,,,
15442,1,N,2,16,6111,20,N,200902,경남,기타,학생,3121,3100,,,,
4518,1,N,1,57,8562,12,N,201310,강원,서비스,2차산업 종사자,5260,4585,,,,
12503,1,N,1,27,26666,20,N,200306,경기,기타,학생,0,0,,,,
20100,1,N,1,56,107777,20,N,201208,서울,사무직,사무직,12679,6377,,,,
6345,1,N,2,70,1279,11,N,200507,전북,주부,주부,1761,1739,,,,
20030,1,N,1,26,50833,30,N,201011,서울,기타,학생,10918,10909,,,,
4077,1,N,2,16,17500,20,N,200504,부산,기타,학생,5989,5928,,,,
6342,1,N,2,72,3454,99,N,200506,전북,기타,기타,0,2447,,,,
6168,1,N,1,17,37361,20,N,200309,인천,기타,학생,9264,9034,,,,
16312,1,N,1,54,2704,13,N,200306,부산,전문직,공무원,4848,10033,,,,
11138,1,N,2,50,0,,N,201305,,사무직,사무직,0,4366,,,,
12835,1,N,1,19,19109,99,N,200402,경기,기타,학생,0,0,,,,
13213,1,Y,2,37,47500,20,N,200904,경기,사무직,사무직,10335,3891,,,,
13363,1,N,2,63,0,,N,201404,,사무직,사무직,0,0,,,,
20814,1,N,1,55,10474,99,N,200306,경기,사무직,사무직,0,5802,,,,
13827,1,N,1,60,20972,20,N,200306,인천,제조업,2차산업 종사자,7330,4872,,,,
1674,1,N,1,69,4756,11,N,200308,강원,기타,기타,2802,2891,,,,
2989,1,Y,2,52,2346,99,N,200306,전남,서비스,3차산업 종사자,0,7166,,,,
15176,1,N,2,75,18888,20,N,200412,서울,기타,기타,2498,2498,,,,
10280,1,N,1,23,16111,20,N,200306,경기,사무직,고위 공무원,6829,2533,,,,
20406,2,,2,72,16568,11,N,200306,대구,주부,주부,2176,2157,,,,
1408,1,N,1,26,10833,20,N,200306,대구,기타,학생,5111,4854,,,,
1434,1,N,1,23,45555,20,N,200306,경기,기타,학생,10994,10994,,,,
6463,2,,2,44,0,,N,200701,,,,0,3785,,,,
14083,1,N,1,54,0,,N,200306,서울,,,0,8680,,,,
14163,1,N,2,51,1970,12,N,200306,광주,주부,주부,4770,3543,,,,
20112,1,N,2,51,0,,N,201302,,사무직,사무직,0,4396,,,,
14827,1,N,1,21,36805,20,N,200306,경남,기타,학생,10013,9998,,,,
493,1,N,1,60,22777,20,N,200306,경기,제조업,2차산업 종사자,7869,4942,,,,
21869,1,Y,1,31,26666,20,N,200403,경기,사무직,공무원,6931,3379,,,,
2103,1,N,2,42,7916,20,N,201009,전남,주부,주부,3825,3849,,,,
15062,1,N,1,63,15555,20,N,200309,전북,1차산업,1차산업 종사자,6353,6230,,,,
21465,1,N,1,32,36388,20,N,200306,서울,기타,학생,9117,8536,,,,
10705,1,N,2,21,9861,20,N,200505,울산,기타,학생,3259,3253,,,,
15597,1,N,2,24,22083,20,N,201405,인천,기타,학생,10062,10017,,,,
19909,1,N,1,58,0,,N,200803,,사무직,사무직,0,6335,,,,
8871,1,N,2,6,8366,99,N,201105,경북,기타,학생,0,0,,,,
8164,1,N,1,21,12189,11,N,200306,경북,기타,학생,3548,2570,,,,
10205,1,N,1,31,19444,20,N,200306,대구,사무직,공무원,6398,3320,,,,
11349,1,N,2,17,4305,20,N,200306,전북,기타,학생,2658,2701,,,,
12986,1,N,2,19,106425,11,N,200510,서울,기타,학생,10642,7969,,,,
18136,1,N,1,15,4958,13,N,200306,부산,기타,학생,3682,3646,,,,
15344,1,N,1,10,22500,20,N,200702,경기,기타,학생,7640,7163,,,,
8890,1,N,1,24,5708,99,N,201202,충남,기타,학생,0,0,,,,
22129,1,N,2,68,15000,20,N,200706,경남,주부,주부,3798,3859,,,,
13108,1,N,1,64,0,,N,200703,충남,사무직,사무직,0,0,,,,
16983,1,N,1,27,5671,30,N,200306,인천,기타,학생,2117,2113,,,,
5882,1,N,1,25,28279,20,N,200306,서울,기타,학생,9161,9114,,,,
22207,1,Y,2,36,4354,99,N,200902,충남,자영업,자영업,0,3216,,,,
5916,1,N,2,22,24444,20,N,200306,경기,기타,학생,5653,5365,,,,
17262,1,Y,1,27,12800,12,N,199812,경기,기타,학생,5738,5719,,,,
3433,1,N,1,37,13055,20,N,200306,울산,서비스,2차산업 종사자,3282,3807,,,,
12416,1,N,2,34,28333,20,N,200306,서울,기타,학생,6860,6611,,,,
6724,1,N,1,4,0,,N,201304,전남,기타,학생,0,0,,,,
175,1,N,1,17,14444,20,N,200306,경북,기타,학생,4241,4243,,,,
17523,1,N,1,49,30000,20,N,200512,경북,서비스,3차산업 종사자,10645,10152,,,,
11493,1,N,1,65,13018,12,N,200306,경기,1차산업,1차산업 종사자,3531,3487,,,,
21551,1,N,2,25,18125,12,N,200306,서울,기타,학생,8830,8696,,,,
1317,1,N,2,34,16250,20,N,200306,대전,사무직,사무직,5256,3125,,,,
15091,1,N,2,35,58333,20,N,200401,서울,기타,학생,11217,11217,,,,
22120,1,N,2,26,17916,20,N,200704,경남,기타,학생,4656,4339,,,,
14682,2,,1,34,7222,20,N,200306,전남,자영업,자영업,3327,3600,,,,
12628,1,N,2,18,11944,20,N,200306,경북,기타,학생,3854,3739,,,,
15603,1,N,1,18,0,,N,201410,,사무직,사무직,0,0,,,,
19572,1,N,1,15,34003,11,N,200308,서울,기타,학생,5419,5331,,,,
9139,1,N,2,15,27916,20,N,200306,서울,기타,학생,5914,5782,,,,
8169,1,N,1,20,22222,20,N,200306,경기,기타,학생,5579,5687,,,,
6287,2,,2,33,3732,11,N,200409,충북,전문직,의료직 종사자,3501,2484,,,,
12827,1,N,1,21,47500,20,N,200401,서울,기타,학생,8536,8383,,,,
20752,1,N,1,56,8611,20,N,200306,인천,제조업,운전직,4950,9432,,,,
22085,2,,2,26,17908,99,N,200610,서울,전문직,고소득의료직,0,4279,,,,
2151,1,N,1,31,18472,20,N,201111,경기,사무직,사무직,0,3323,,,,
15400,1,N,1,13,21527,30,N,200805,서울,기타,학생,6097,6002,,,,
15788,1,N,2,17,16250,20,N,200306,경남,기타,학생,4305,4192,,,,
19638,1,N,2,24,10833,20,N,200404,충북,기타,학생,6357,6101,,,,
19395,1,N,2,18,5833,20,N,200306,충남,기타,학생,2710,2684,,,,
14857,1,N,1,19,18980,40,N,200306,서울,기타,학생,4135,4272,,,,
5869,1,N,1,26,5052,20,N,200306,경북,서비스,3차산업 종사자,5923,2720,,,,
10934,1,N,1,38,9944,99,N,200812,경기,전문직,전문직,0,4314,,,,
13323,2,,1,60,0,,N,201208,,,,0,4488,,,,
9748,1,N,1,49,9444,40,N,200306,경북,자영업,자영업,4761,5644,,,,
10370,1,N,1,60,11527,20,N,200103,전북,자영업,자영업,6390,5391,,,,
10593,1,N,1,14,15890,99,N,200403,서울,기타,학생,0,0,,,,
6170,1,N,1,14,11297,12,N,200309,서울,기타,학생,4275,4222,,,,
16725,1,N,2,41,14645,20,N,200306,경기,주부,주부,4543,4306,,,,
17271,2,,1,21,18676,12,N,199710,서울,사무직,공무원,3741,2473,,,,
19333,2,,2,23,7361,20,N,200306,전남,기타,학생,5780,5756,,,,
10555,1,N,2,17,7222,20,N,200312,경남,기타,학생,2744,2744,,,,
17439,1,N,2,14,16527,20,N,200501,광주,기타,학생,6041,5771,,,,
13100,1,N,1,70,9722,20,N,200702,경북,제조업,운전직,3332,5801,,,,
8688,1,N,2,10,16666,20,N,200706,강원,기타,학생,6196,6171,,,,
5954,1,N,1,21,22222,20,N,200306,충북,기타,학생,6169,6074,,,,
19353,1,N,1,21,23333,20,N,200306,경기,기타,학생,6415,6396,,,,
20333,1,N,2,17,0,,N,200306,전남,기타,학생,0,0,,,,
14726,1,Y,2,29,23888,20,N,200306,경기,기타,학생,6176,6015,,,,
5080,1,N,1,57,10099,40,N,200306,부산,제조업,2차산업 종사자,5763,4417,,,,
6498,1,N,2,36,4475,40,N,200707,경북,주부,주부,3387,5704,,,,
12563,1,N,1,23,12916,20,N,200306,경기,기타,학생,4096,4034,,,,
17354,1,N,1,24,13194,20,N,200403,전북,기타,학생,6774,6700,,,,
20329,1,N,2,17,7852,40,N,200306,경남,기타,학생,3499,3400,,,,
19058,1,N,1,40,5196,99,N,200306,전남,전문직,종교인/역술인,0,7259,,,,
20102,1,N,1,58,20551,12,N,201209,서울,기타,단순 노무직,8230,7274,,,,
16908,2,,1,33,1968,13,N,200306,강원,기타,단순 노무직,3293,3123,,,,
16212,1,N,1,56,0,,N,200306,충남,,,0,4778,,,,
4241,1,N,1,35,43333,20,N,200702,경기,사무직,사무직,10310,4168,,,,
21641,1,N,2,18,6944,20,N,200306,전남,기타,학생,3069,3111,,,,
19142,1,N,1,36,12512,40,N,200306,부산,사무직,사무직,4066,3479,,,,
1156,1,N,1,40,8490,13,N,200306,경기,기타,학생,3525,3526,,,,
215,2,,2,77,4120,13,N,200306,경기,주부,주부,1473,1499,,,,
11703,1,Y,1,58,16805,20,N,200306,광주,사무직,사무직,9247,5186,,,,
12629,1,N,1,18,4686,12,N,200306,대구,기타,학생,3529,3491,,,,
173,1,N,1,17,26878,13,N,200306,강원,기타,학생,5751,5630,,,,
18751,1,N,1,50,29444,20,N,200306,대구,서비스,2차산업 종사자,8440,5711,,,,
11348,1,N,1,17,14586,99,N,200306,경기,기타,학생,0,0,,,,
17020,1,N,2,24,8888,20,N,200306,대전,기타,학생,5253,5323,,,,
1461,1,N,1,21,12083,20,N,200306,경기,기타,학생,4098,4133,,,,
13171,1,N,2,9,45833,20,N,200807,경기,기타,학생,10647,10582,,,,
12524,1,N,1,25,17777,20,N,200306,울산,기타,학생,8073,7780,,,,
9422,1,N,2,59,32638,20,N,200306,인천,서비스,2차산업 종사자,9719,9443,,,,
2781,1,N,1,58,12222,30,N,200306,부산,사무직,사무직,5940,4990,,,,
18519,1,N,1,56,21313,11,N,200306,경기,사무직,사무직,6387,6427,,,,
13540,1,N,2,17,14305,30,N,200306,서울,기타,학생,3009,3030,,,,
718,1,N,1,53,7684,12,N,200306,서울,제조업,운전직,0,4558,,,,
14166,1,N,1,51,13750,20,N,200306,인천,제조업,2차산업 종사자,6597,3951,,,,
11364,1,N,2,16,8750,20,N,200306,인천,기타,학생,3837,3837,,,,
17965,2,,1,50,27916,20,N,200001,경남,서비스,2차산업 종사자,8900,9207,,,,
4725,1,N,1,16,7083,20,N,200306,강원,기타,학생,3248,3334,,,,
14960,1,N,2,46,0,,N,200306,,,,0,3839,,,,
